 D  hide(ime(), fromIme=false)
2025-11-16 22:07:19.154 10981-10981 ImeTracker              com.cdccreditsmart.app               I  com.cdccreditsmart.app:7d573a46: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  etag: W/"27-vA7jVJXd7R0uBFzC1cm2VbpnUnw"
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  permissions-policy: geolocation=(), microphone=(), camera=()
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  referrer-policy: strict-origin-when-cross-origin
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  server: Google Frontend
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=63072000; includeSubDomains
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=31536000; includeSubDomains
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-anti-fraud-protection: active
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-enabled: false
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-status: disabled-for-stability
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-cloud-trace-context: 2fc15f95a60f40bcd2044dd22faebe78;o=1
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-content-type-options: nosniff
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-financial-data-protection: enabled
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-frame-options: DENY
2025-11-16 22:07:23.932 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-transaction-security-level: maximum
2025-11-16 22:07:23.933 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-xss-protection: 1; mode=block
2025-11-16 22:07:23.933 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  via: 1.1 google
2025-11-16 22:07:23.933 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  alt-svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000
2025-11-16 22:07:23.933 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"error":"Dispositivo não encontrado"}
2025-11-16 22:07:23.933 10981-11063 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- END HTTP (39-byte body)
2025-11-16 22:07:23.934 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               E  ❌ Erro ao buscar comandos pendentes - HTTP 404
2025-11-16 22:07:23.935 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               E  ❌ Response body: {"error":"Dispositivo não encontrado"}
2025-11-16 22:07:23.936 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               D  ⏳ [Polling #2] Aguardando 29706ms até próxima verificação...
2025-11-16 22:07:24.076 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- 404 https://cdccreditsmart.com/api/apk/device/EMULATOR36X2X12X0/commands (438ms)
2025-11-16 22:07:24.076 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-credentials: true
2025-11-16 22:07:24.076 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-headers: Origin, X-Requested-With, Content-Type, Accept, Authorization, x-client-key, x-client-token, x-client-secret, cache-control
2025-11-16 22:07:24.076 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-methods: GET, POST, PUT, PATCH, DELETE, OPTIONS
2025-11-16 22:07:24.076 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-origin: *
2025-11-16 22:07:24.077 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-max-age: 86400
2025-11-16 22:07:24.077 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-length: 39
2025-11-16 22:07:24.077 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-security-policy: default-src 'self'; script-src 'self' 'unsafe-inline' 'unsafe-eval' https://replit.com; style-src 'self' 'unsafe-inline' https://replit.com; img-src 'self' data: https:; font-src 'self' data: https://replit.com; connect-src 'self';
2025-11-16 22:07:24.077 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-type: application/json; charset=utf-8
2025-11-16 22:07:24.077 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  date: Mon, 17 Nov 2025 01:07:26 GMT
2025-11-16 22:07:24.077 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  etag: W/"27-vA7jVJXd7R0uBFzC1cm2VbpnUnw"
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  permissions-policy: geolocation=(), microphone=(), camera=()
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  referrer-policy: strict-origin-when-cross-origin
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  server: Google Frontend
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=63072000; includeSubDomains
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=31536000; includeSubDomains
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-anti-fraud-protection: active
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-enabled: false
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-status: disabled-for-stability
2025-11-16 22:07:24.078 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-cloud-trace-context: a6f037214c0fe54ed2044dd22faebf65
2025-11-16 22:07:24.079 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-content-type-options: nosniff
2025-11-16 22:07:24.079 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-financial-data-protection: enabled
2025-11-16 22:07:24.079 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-frame-options: DENY
2025-11-16 22:07:24.079 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-transaction-security-level: maximum
2025-11-16 22:07:24.079 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-xss-protection: 1; mode=block
2025-11-16 22:07:24.079 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  via: 1.1 google
2025-11-16 22:07:24.080 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  alt-svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000
2025-11-16 22:07:24.080 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"error":"Dispositivo não encontrado"}
2025-11-16 22:07:24.081 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- END HTTP (39-byte body)
2025-11-16 22:07:24.082 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               E  ❌ Erro ao buscar comandos pendentes - HTTP 404
2025-11-16 22:07:24.082 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               E  ❌ Response body: {"error":"Dispositivo não encontrado"}
2025-11-16 22:07:24.082 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               D  ⏳ [Polling #2] Aguardando 29553ms até próxima verificação...
2025-11-16 22:07:24.649 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               D  🔍 [Polling #2] Verificando comandos pendentes...
2025-11-16 22:07:24.650 10981-11020 SecureTokenStorage      com.cdccreditsmart.app               D  ✅ Using serialNumber for MDM commands: EMULATOR36...
2025-11-16 22:07:24.650 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               D  ✅ SerialNumber MDM obtido: EMULATOR36...
2025-11-16 22:07:24.650 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               D  🔍 Buscando comandos pendentes para serialNumber: EMULATOR36...
2025-11-16 22:07:24.652 10981-10981 WebSocketManager        com.cdccreditsmart.app               D  Heartbeat ping sent
2025-11-16 22:07:24.653 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  --> GET https://cdccreditsmart.com/api/apk/device/EMULATOR36X2X12X0/commands
2025-11-16 22:07:24.653 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  --> END GET
2025-11-16 22:07:24.822 10981-11060 WebSocketManager        com.cdccreditsmart.app               D  Message received: {"type":"pong","timestamp":"2025-11-17T01:07:27.422Z"}...
2025-11-16 22:07:24.822 10981-11060 WebSocketManager        com.cdccreditsmart.app               D  Received message type: pong
2025-11-16 22:07:24.822 10981-11060 WebSocketManager        com.cdccreditsmart.app               D  Pong received
2025-11-16 22:07:24.952 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- 404 https://cdccreditsmart.com/api/apk/device/EMULATOR36X2X12X0/commands (298ms)
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-credentials: true
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-headers: Origin, X-Requested-With, Content-Type, Accept, Authorization, x-client-key, x-client-token, x-client-secret, cache-control
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-methods: GET, POST, PUT, PATCH, DELETE, OPTIONS
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-origin: *
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-max-age: 86400
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-length: 39
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-security-policy: default-src 'self'; script-src 'self' 'unsafe-inline' 'unsafe-eval' https://replit.com; style-src 'self' 'unsafe-inline' https://replit.com; img-src 'self' data: https:; font-src 'self' data: https://replit.com; connect-src 'self';
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-type: application/json; charset=utf-8
2025-11-16 22:07:24.953 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  date: Mon, 17 Nov 2025 01:07:27 GMT
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  etag: W/"27-vA7jVJXd7R0uBFzC1cm2VbpnUnw"
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  permissions-policy: geolocation=(), microphone=(), camera=()
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  referrer-policy: strict-origin-when-cross-origin
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  server: Google Frontend
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=63072000; includeSubDomains
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=31536000; includeSubDomains
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-anti-fraud-protection: active
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-enabled: false
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-status: disabled-for-stability
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-cloud-trace-context: 0a452d1c40c4f020d2044dd22faeb73b
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-content-type-options: nosniff
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-financial-data-protection: enabled
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-frame-options: DENY
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-transaction-security-level: maximum
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-xss-protection: 1; mode=block
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  via: 1.1 google
2025-11-16 22:07:24.954 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  alt-svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000
2025-11-16 22:07:24.955 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"error":"Dispositivo não encontrado"}
2025-11-16 22:07:24.955 10981-11061 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- END HTTP (39-byte body)
2025-11-16 22:07:24.956 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               E  ❌ Erro ao buscar comandos pendentes - HTTP 404
2025-11-16 22:07:24.957 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               E  ❌ Response body: {"error":"Dispositivo não encontrado"}
2025-11-16 22:07:24.957 10981-11020 MdmCommandReceiver      com.cdccreditsmart.app               D  ⏳ [Polling #2] Aguardando 29692ms até próxima verificação...
