2026-02-04 22:56:22.821 17788-17788 NavController           com.cdccreditsmart.app               I  Ignoring popBackStack to route pairing/qr_scanner as it was not found on the current back stack
2026-02-04 22:56:23.399 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  etag: W/"1926-n/zQQzqVGQMCmWBdldsM5HoDANo"
2026-02-04 22:56:23.399 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  permissions-policy: geolocation=(), microphone=(), camera=()
2026-02-04 22:56:23.399 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  referrer-policy: strict-origin-when-cross-origin
2026-02-04 22:56:23.399 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=63072000; includeSubDomains
2026-02-04 22:56:23.399 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=31536000; includeSubDomains
2026-02-04 22:56:23.399 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-anti-fraud-protection: active
2026-02-04 22:56:23.399 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-enabled: false
2026-02-04 22:56:23.399 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-status: disabled-for-stability
2026-02-04 22:56:23.400 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-content-type-options: nosniff
2026-02-04 22:56:23.400 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-financial-data-protection: enabled
2026-02-04 22:56:23.400 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-frame-options: DENY
2026-02-04 22:56:23.400 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-transaction-security-level: maximum
2026-02-04 22:56:23.400 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-xss-protection: 1; mode=block
2026-02-04 22:56:23.400 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  via: 1.1 google
2026-02-04 22:56:23.400 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  alt-svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000
2026-02-04 22:56:23.403 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"id":"6068397f-11c5-4640-817f-e86e5ddcee8d","success":true,"version":"v5.0","hash":"eecbb739c2ee7d044be83c16b9c788d828c2908f20c23f5e0c6e59e7eb1773b2","text":"CONTRATO DE VENDA A PRAZO (CREDIÁRIO)\n\nDE DISPOSITIVO MÓVEL COM ALIENAÇÃO FIDUCIÁRIA\n\nCREDIT SMART – SISTEMA DE CRÉDITO INTELIGENTE\n\nData de vigência: 03/02/2026\nVersão: v5.0 – Crediário com Limitação Técnica Progressiva\n\nPARTES CONTRATANTES\n\nVENDEDORA (CREDORA FIDUCIÁRIA):\nCredit Smart LTDA, pessoa jurídica de direito privado, inscrita no CNPJ nº [informar], com sede em [endereço completo], doravante denominada CREDIT SMART.\n\nCLIENTE (DEVEDOR FIDUCIANTE):\nPessoa física identificada por documentação oficial e biometria facial, doravante denominada CLIENTE.\n\nCLÁUSULA PRIMEIRA – NATUREZA DA OPERAÇÃO\n\n1.1. A CREDIT SMART NÃO é instituição financeira.\n\n1.2. O presente contrato refere-se exclusivamente à VENDA DIRETA A PRAZO (CREDIÁRIO) de dispositivo móvel, não constituindo financiamento, operação bancária, concessão profissional de crédito ou intermediação financeira.\n\n1.3. O parcelamento é condição comercial de venda do próprio produto.\n\nCLÁUSULA SEGUNDA – OBJETO\n\n2.1. Venda de dispositivo móvel (smartphone ou tablet), conforme pedido do CLIENTE.\n\n2.2. O pagamento será realizado de forma parcelada, nos termos deste contrato.\n\n2.3. O bem é dado em ALIENAÇÃO FIDUCIÁRIA, permanecendo a propriedade com a CREDIT SMART até a quitação integral.\n\n2.4. O CLIENTE recebe a posse direta desde a entrega.\n\nCLÁUSULA TERCEIRA – PROPRIEDADE FIDUCIÁRIA\n\n3.1. A propriedade fiduciária é resolúvel e se consolida automaticamente no CLIENTE após a quitação total.\n\n3.2. Até a quitação, é vedada a venda, cessão, doação ou transferência do dispositivo.\n\nCLÁUSULA QUARTA – PREÇO E PAGAMENTO\n\nPreço à vista: [valor]\n\nPreço a prazo (crediário): [valor]\n\nEntrada: [valor]\n\nValor parcelado: [valor]\n\nParcelas: [quantidade]\n\nPeriodicidade: quinzenal (a cada 15 dias)\n\nMeios de pagamento: PIX, boleto ou outros autorizados\n\n4.1. Encargos\n\nO preço a prazo poderá incluir encargos pelo parcelamento, devidamente informados, conforme o Código de Defesa do Consumidor.\n\n4.2. Atraso\n\nJuros de mora: 1% ao mês\n\nMulta: 2%\n\nNegativação após 10 dias\n\n4.3. Quitação antecipada\n\nPermitida a qualquer tempo, com redução proporcional dos encargos futuros.\n\nCLÁUSULA QUINTA – LIMITAÇÃO TÉCNICA DE APLICAÇÕES\n5.1. Princípio Técnico\n\nA CREDIT SMART NÃO BLOQUEIA O DISPOSITIVO.\nEm caso de inadimplemento, poderá aplicar LIMITAÇÃO TÉCNICA, REMOTA, PROGRESSIVA E REVERSÍVEL DE APLICAÇÕES, como mecanismo de garantia do crediário.\n\nA limitação ocorre no nível de aplicativo, sem inutilizar o aparelho.\n\n5.2. Funcionalidades Sempre Acessíveis\n\nJamais serão limitados:\n\nChamadas telefônicas\n\nSMS\n\nServiços de emergência\n\nAcesso básico ao sistema operacional\n\nDocumentos digitais oficiais, incluindo aplicativos governamentais de identificação civil, previdenciária, saúde, trânsito ou equivalentes reconhecidos pelo sistema operacional\n\n5.3. Aplicações Sujeitas à Limitação\n\nPoderão ser total ou parcialmente limitadas:\n\nAplicações de comunicação\n\nAplicações de redes sociais\n\nAplicações de trabalho, produtividade ou geração de renda\n\nAplicações de entretenimento e streaming\n\nAplicações financeiras e bancárias\n\nQualquer outro aplicativo instalado no dispositivo\n\nA classificação é técnica e sistêmica, não individualizada por nome de aplicativo.\n\n5.4. Progressividade\n\nA limitação poderá evoluir conforme dias de atraso, podendo chegar à restrição da maioria dos aplicativos, mantendo apenas as funcionalidades essenciais descritas na cláusula 5.2.\n\n5.5. Notificação e Restabelecimento\n\nO CLIENTE será previamente notificado\n\nApós o pagamento, o acesso é restabelecido automaticamente\n\nNão há cobrança de taxa de desbloqu
2026-02-04 22:56:23.403 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  ções de aplicativos\n\nProteger a garantia fiduciária\n\nVerificar integridade do sistema\n\nLocalizar o dispositivo em casos excepcionais\n\n6.2. O aplicativo NÃO acessa:\n\nConteúdo de mensagens\n\nArquivos pessoais\n\nFotos, vídeos ou histórico de navegação\n\nSenhas ou credenciais bancárias\n\n6.3. Após a quitação integral:\n\nO aplicativo é removido\n\nO monitoramento é encerrado\n\nDados técnicos são excluídos\n\nCLÁUSULA SÉTIMA – PROTEÇÃO DE DADOS PESSOAIS\n\nTratamento de dados em conformidade com a Lei Geral de Proteção de Dados Pessoais, incluindo:\n\nDados cadastrais\n\nDados contratuais\n\nBiometria facial (prevenção à fraude)\n\nDados técnicos do dispositivo\n\nCanal do encarregado: dpo@creditsmart.com.br\n\nCLÁUSULA OITAVA – INADIMPLÊNCIA\n\nO inadimplemento poderá resultar em:\n\nLimitação técnica de aplicações\n\nNegativação\n\nCobrança extrajudicial\n\nApós 60 dias: vencimento antecipado e busca e apreensão, conforme Decreto-Lei nº 911/1969\n\nCLÁUSULA NONA – FURTO, ROUBO OU PERDA\n\n9.1. Comunicação obrigatória em até 24 horas, com Boletim de Ocorrência.\n\n9.2. O evento não extingue a obrigação de pagamento, salvo seguro contratado.\n\nCLÁUSULA DÉCIMA – DIREITO DE ARREPENDIMENTO\n\nO CLIENTE poderá desistir no prazo de 7 dias, conforme o Código de Defesa do Consumidor, mediante devolução do dispositivo em perfeito estado.\n\nCLÁUSULA DÉCIMA PRIMEIRA – ASSINATURA ELETRÔNICA\n\nContrato firmado por biometria facial, IP, data, hora e hash criptográfico, com plena validade jurídica.\n\nCLÁUSULA DÉCIMA SEGUNDA – FORO\n\nFica eleito o foro da comarca de residência do CLIENTE, nos termos do Código de Defesa do Consumidor.\n\nDECLARAÇÃO FINAL DO CLIENTE\n\nO CLIENTE declara que:\n\nCompreendeu que se trata de VENDA A PRAZO (CREDIÁRIO)\n\nEstá ciente da limitação técnica de aplicações em caso de atraso\n\nReconhece que o dispositivo não é bloqueado integralmente\n\nAutoriza o uso do aplicativo de controle\n\nRecebeu cópia do contrato\n\nCredit Smart LTDA\nSistema de Crédito Inteligente\n\nContrato assinado eletronicamente\nHash criptográfico: [automático]\nData/Hora: [timestamp]","effectiveDate":"2026-02-04T00:00:00.000Z"}
2026-02-04 22:56:23.403 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- END HTTP (6438-byte body)
2026-02-04 22:56:23.424 17788-17981 SupportRepository       com.cdccreditsmart.app               I  ✅ Hash dos termos validado com sucesso
2026-02-04 22:56:23.425 17788-17981 SupportRepository       com.cdccreditsmart.app               I  ✅ Termos atualizados: vv5.0 (id=6068397f-11c5-4640-817f-e86e5ddcee8d)
2026-02-04 22:56:23.426 17788-17788 TermsScreen             com.cdccreditsmart.app               I  📥 Resposta recebida do getContractTerms
2026-02-04 22:56:23.426 17788-17788 TermsScreen             com.cdccreditsmart.app               I  ✅ Termos carregados: vv5.0
2026-02-04 22:56:23.432 17788-17788 TermsScreen             com.cdccreditsmart.app               I  🚀 TermsAcceptanceScreen INICIANDO - contractCode=PSM9JT96
2026-02-04 22:56:23.433 17788-17788 TermsScreen             com.cdccreditsmart.app               I  ✅ Context obtido
2026-02-04 22:56:23.433 17788-17788 TermsScreen             com.cdccreditsmart.app               I  ✅ Scope criado
2026-02-04 22:56:23.435 17788-17788 TermsScreen             com.cdccreditsmart.app               I  ✅ Estados inicializados, preparando LaunchedEffect
2026-02-04 22:56:25.320 17788-17788 TermsScreen             com.cdccreditsmart.app               D  🚫 Botão voltar bloqueado - usuário deve aceitar os termos
2026-02-04 22:56:27.115 17788-17788 TermsScreen             com.cdccreditsmart.app               D  🚫 Botão voltar bloqueado - usuário deve aceitar os termos
2026-02-04 22:56:27.806 17788-17788 TermsScreen             com.cdccreditsmart.app               I  📤 Enviando aceitação de termos para o backend...
2026-02-04 22:56:27.806 17788-17788 TermsScreen             com.cdccreditsmart.app               I     IMEI: 353104****
2026-02-04 22:56:27.806 17788-17788 TermsScreen             com.cdccreditsmart.app               I     Version: v5.0
2026-02-04 22:56:27.806 17788-17788 TermsScreen             com.cdccreditsmart.app               I     Hash: eecbb739c2ee7d044be8...
2026-02-04 22:56:27.999 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  --> POST https://cdccreditsmart.com/v1/contract/accept
2026-02-04 22:56:27.999 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  Content-Type: application/json; charset=UTF-8
2026-02-04 22:56:27.999 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  Content-Length: 127
2026-02-04 22:56:27.999 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"imei":"353104906953198","termsVersion":"v5.0","termsHash":"eecbb739c2ee7d044be83c16b9c788d828c2908f20c23f5e0c6e59e7eb1773b2"}
2026-02-04 22:56:27.999 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  --> END POST (127-byte body)
2026-02-04 22:56:28.504 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- 200 https://cdccreditsmart.com/v1/contract/accept (504ms)
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-credentials: true
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-headers: Origin, X-Requested-With, Content-Type, Accept, Authorization, x-client-key, x-client-token, x-client-secret, cache-control
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-methods: GET, POST, PUT, PATCH, DELETE, OPTIONS
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-origin: *
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-max-age: 86400
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-length: 776
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-security-policy: default-src 'self'; script-src 'self' 'unsafe-inline' 'unsafe-eval' https://replit.com; style-src 'self' 'unsafe-inline' https://replit.com; img-src 'self' data: https:; font-src 'self' data: https://replit.com; connect-src 'self';
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-type: application/json; charset=utf-8
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  date: Thu, 05 Feb 2026 01:56:28 GMT
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  etag: W/"308-zT4foJYoUbphH2P6XlzFUdyIs7U"
2026-02-04 22:56:28.505 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  permissions-policy: geolocation=(), microphone=(), camera=()
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  referrer-policy: strict-origin-when-cross-origin
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=63072000; includeSubDomains
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=31536000; includeSubDomains
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-anti-fraud-protection: active
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-enabled: false
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-status: disabled-for-stability
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-content-type-options: nosniff
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-financial-data-protection: enabled
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-frame-options: DENY
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-transaction-security-level: maximum
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-xss-protection: 1; mode=block
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  via: 1.1 google
2026-02-04 22:56:28.506 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  alt-svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000
2026-02-04 22:56:28.508 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"success":true,"message":"Terms accepted successfully","termsAcceptedAt":"2026-02-05T01:56:28.353Z","termsVersion":"v5.0","deviceReady":true,"saleId":"sale_1770256537295_jn9rkblbb3o","token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJkZXZpY2VJZCI6IjM1MzEwNDkwNjk1MzE5OCIsInNlcmlhbE51bWJlciI6IlpGNTI1R1JDUDgiLCJmaW5nZXJwcmludCI6IjE4YmQ2YWRiMmM2N2RhYzc1NjQ0YWU0ODkzOTc5NTAxOGI5ODVhMmVhMzA3ZDNiNDc2ODBjMGY0YzEzNWIzMTAiLCJ0eXBlIjoiYXBrIiwic2NvcGVzIjpbImRldmljZTpyZWFkIiwiZGV2aWNlOnN5bmMiXSwiaWF0IjoxNzcwMjU2NTc2LCJleHAiOjE4MDE3OTI1NzZ9.z1OCejERI8w-c5cOLPXStdo3QQxizsEp0aF3U_CrYoc","customerName":"Marcos Antunes","deviceModel":"Dispositivo","device":null,"customer":{"id":"e57f223e-c75f-47c3-a080-f5f4e301dc2c","name":"Marcos Antunes","cpf":"064.527.843-23","phone":"85981888810"}}
2026-02-04 22:56:28.508 17788-18430 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- END HTTP (776-byte body)
2026-02-04 22:56:28.516 17788-17788 TermsScreen             com.cdccreditsmart.app               I  ✅ Termos aceitos com sucesso!
2026-02-04 22:56:28.516 17788-17788 TermsScreen             com.cdccreditsmart.app               I     Accepted at: 2026-02-05T01:56:28.353Z
2026-02-04 22:56:28.516 17788-17788 TermsScreen             com.cdccreditsmart.app               I     DeviceReady: true
2026-02-04 22:56:28.518 17788-17788 TermsAcceptanceStorage  com.cdccreditsmart.app               I  Salvando aceitação de termos vv5.0 para contrato PSM9JT96
2026-02-04 22:56:28.621 17788-17788 TermsScreen             com.cdccreditsmart.app               I  🔧 Processando dados do dispositivo...
2026-02-04 22:56:28.621 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saving contract code to redundant storage
2026-02-04 22:56:28.691 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saved to EncryptedPrefs
2026-02-04 22:56:28.758 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .cdc_protected_code.enc
2026-02-04 22:56:28.789 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .cdc_protected_code.enc
2026-02-04 22:56:28.789 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saved to Protected Storage
2026-02-04 22:56:28.790 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .cdc_contract_b1.enc
2026-02-04 22:56:28.821 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .cdc_contract_b1.enc
2026-02-04 22:56:28.821 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .sys_device_cfg.enc
2026-02-04 22:56:28.852 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .sys_device_cfg.enc
2026-02-04 22:56:28.853 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .android_secure.enc
2026-02-04 22:56:28.883 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .android_secure.enc
2026-02-04 22:56:28.905 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Contract code saved to ALL storage locations
2026-02-04 22:56:29.062 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Verification complete: 7/7 locations valid
2026-02-04 22:56:29.062 17788-17788 TermsScreen             com.cdccreditsmart.app               I     ✅ ContractCode salvo (mínimo): PSM9JT96
2026-02-04 22:56:29.064 17788-17788 SecureTokenStorage      com.cdccreditsmart.app               I  ✅ IMEI salvo para MDM: 3531***198
2026-02-04 22:56:29.064 17788-17788 TermsScreen             com.cdccreditsmart.app               I     ✅ IMEI salvo para MDM (mínimo): 35310490...
2026-02-04 22:56:29.066 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saving contract code to redundant storage
2026-02-04 22:56:29.077 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saved to EncryptedPrefs
2026-02-04 22:56:29.079 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .cdc_protected_code.enc
2026-02-04 22:56:29.109 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .cdc_protected_code.enc
2026-02-04 22:56:29.109 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saved to Protected Storage
2026-02-04 22:56:29.109 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .cdc_contract_b1.enc
2026-02-04 22:56:29.140 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .cdc_contract_b1.enc
2026-02-04 22:56:29.141 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .sys_device_cfg.enc
2026-02-04 22:56:29.178 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .sys_device_cfg.enc
2026-02-04 22:56:29.179 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .android_secure.enc
2026-02-04 22:56:29.207 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .android_secure.enc
2026-02-04 22:56:29.228 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Contract code saved to ALL storage locations
2026-02-04 22:56:29.382 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Verification complete: 7/7 locations valid
2026-02-04 22:56:29.382 17788-17788 SecureTokenStorage      com.cdccreditsmart.app               D  Auth token saved successfully (contract code via ContractCodeStorage, deviceId: PSM9JT96...)
2026-02-04 22:56:29.382 17788-17788 TermsScreen             com.cdccreditsmart.app               I     ✅ Token JWT salvo IMEDIATAMENTE
2026-02-04 22:56:29.382 17788-17788 TermsScreen             com.cdccreditsmart.app               W  ⚠️ Backend não retornou dados completos (deviceReady=true)
2026-02-04 22:56:29.382 17788-17788 TermsScreen             com.cdccreditsmart.app               W     Usando dados mínimos já salvos
2026-02-04 22:56:29.387 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saving contract code to redundant storage
2026-02-04 22:56:29.396 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saved to EncryptedPrefs
2026-02-04 22:56:29.399 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .cdc_protected_code.enc
2026-02-04 22:56:29.428 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .cdc_protected_code.enc
2026-02-04 22:56:29.428 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Saved to Protected Storage
2026-02-04 22:56:29.429 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .cdc_contract_b1.enc
2026-02-04 22:56:29.460 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .cdc_contract_b1.enc
2026-02-04 22:56:29.461 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .sys_device_cfg.enc
2026-02-04 22:56:29.491 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .sys_device_cfg.enc
2026-02-04 22:56:29.491 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Deleted existing file: .android_secure.enc
2026-02-04 22:56:29.523 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Successfully saved to file: .android_secure.enc
2026-02-04 22:56:29.545 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Contract code saved to ALL storage locations
2026-02-04 22:56:29.695 17788-17788 ContractCodeStorage     com.cdccreditsmart.app               D  Verification complete: 7/7 locations valid
2026-02-04 22:56:29.696 17788-17788 SecureTokenStorage      com.cdccreditsmart.app               D  Device info saved successfully from auto-discovery
2026-02-04 22:56:29.696 17788-17788 SecureTokenStorage      com.cdccreditsmart.app               D    - DeviceId: PSM9JT96...
2026-02-04 22:56:29.696 17788-17788 SecureTokenStorage      com.cdccreditsmart.app               D    - SerialNumber: PSM9JT96
2026-02-04 22:56:29.696 17788-17788 SecureTokenStorage      com.cdccreditsmart.app               D    - IMEI: 3531***
2026-02-04 22:56:29.696 17788-17788 SecureTokenStorage      com.cdccreditsmart.app               D    - ContractCode: PSM9JT96
2026-02-04 22:56:29.696 17788-17788 TermsScreen             com.cdccreditsmart.app               W     ✅ DeviceInfo mínimo salvo via fallback
2026-02-04 22:56:29.700 17788-17788 SecureTokenStorage      com.cdccreditsmart.app               D  ✅ Usando IMEI para MDM: 3531***198
2026-02-04 22:56:29.700 17788-17788 TermsScreen             com.cdccreditsmart.app               I  📊 Estado após aceite:
2026-02-04 22:56:29.700 17788-17788 TermsScreen             com.cdccreditsmart.app               I     ContractCode: ✅ PSM9JT96
