2025-12-08 17:13:21.997 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               D  💓 Ping JSON enviado (timestamp: 1765224801996)
2025-12-08 17:13:28.185 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  via: 1.1 google
2025-12-08 17:13:28.185 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  alt-svc: h3=":443"; ma=2592000,h3-29=":443"; ma=2592000
2025-12-08 17:13:28.218 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"deviceId":"device_1765148771462_4teww42p114","serialNumber":"XV8W5766","commandsCount":2,"commands":[{"id":"bd2b93e9-a66c-4441-980a-4629535dc386","commandType":"PROGRESSIVE_BLOCK","parameters":{"rules":[{"days":0,"level":0,"categories":[],"exceptions":[],"message_body":"Seu dispositivo está funcionando normalmente. Todas as parcelas estão em dia.","message_title":"Dispositivo Liberado"},{"days":3,"level":1,"categories":["photos","gallery","video_players","web_browsers"],"exceptions":["com.whatsapp","com.android.dialer","com.android.messaging","bancos_allowed","emails_allowed"],"message_body":"Seu aparelho está com atraso de 3 dias. Aplicativos de fotos, galeria, vídeos e navegadores foram temporariamente limitados até a regularização.","message_title":"Atenção: limite de apps reduzido"},{"days":6,"level":2,"categories":["youtube","music_players","play_store","games"],"exceptions":["com.whatsapp","com.android.dialer","com.android.messaging","bancos_allowed","emails_allowed"],"message_body":"Atraso de 6 dias. YouTube, apps de música, Play Store e jogos foram limitados além das restrições anteriores.","message_title":"Atenção: restrição ampliada"},{"days":9,"level":3,"categories":["social_media"],"exceptions":["com.whatsapp","com.android.dialer","com.android.messaging","bancos_allowed","emails_allowed"],"message_body":"Atraso de 9 dias. Todas as redes sociais foram limitadas, exceto WhatsApp.","message_title":"Atenção: redes sociais limitadas"},{"days":12,"level":4,"categories":["all_apps_except_whatsapp"],"exceptions":["com.whatsapp","com.android.dialer","com.android.messaging","bancos_allowed","emails_allowed"],"message_body":"Atraso de 12 dias. Quase todos os aplicativos estão limitados, WhatsApp continua liberado.","message_title":"Atenção: restrição severa"},{"days":15,"level":5,"categories":["all_apps_except_banks_calls_sms_emails"],"exceptions":["bancos_allowed","com.android.dialer","com.android.messaging","emails_allowed"],"message_body":"Atraso de 15 dias. Apenas apps bancários, de e-mail, telefone e SMS permanecerão disponíveis. Demais apps foram limitados.","message_title":"Atenção: restrição máxima"},{"days":18,"level":6,"categories":["FULL_DEVICE_LOCK"],"exceptions":[],"message_body":"Atraso de 18 dias ou mais. Dispositivo limitado ao máximo. Uma tela de limitação com suas parcelas em atraso será exibida sobrepondo todo o sistema Android até a regularização do pagamento.","message_title":"⚠️ DISPOSITIVO LIMITADO"}],"reason":"Reenvio automático - Tentativa 6 (dispositivo não conforme)","attempt":6,"isResend":true,"categories":["photos","gallery","video_players","web_browsers","youtube","music_players","play_store","games","social_media","all_apps_except_whatsapp","all_apps_except_banks_calls_sms_emails","FULL_DEVICE_LOCK"],"exceptions":["com.whatsapp","com.android.dialer","com.android.messaging","bancos_allowed","emails_allowed"],"targetLevel":6},"priority":"high","status":"pending","createdAt":"2025-12-08T20:13:24.932Z","expiresAt":"2025-12-15T20:13:24.894Z"},{"id":"b0eb9611-0609-4dd9-be13-156aa4c81308","commandType":"UNBLOCK_APPS_PROGRESSIVE","parameters":{"rules":[{"days":0,"level":0,"categories":[],"exceptions":[],"message_body":"Seu dispositivo está funcionando normalmente. Todas as parcelas estão em dia.","message_title":"Restrições Removidas"},{"days":3,"level":1,"categories":["photos","gallery","video_players","web_browsers"],"exceptions":["com.android.dialer","com.android.phone","com.android.contacts","com.android.messaging","com.google.android.apps.messaging","com.whatsapp","com.whatsapp.w4b","com.ubercab","com.ubercab.driver","br.com.uberetudo","com.tappsi","com.rappibr","br.com.loggi","br.com.ifood","br.com.zdasapp","br.gov.datasus.cnsdigital","br.gov.governoeletronico.meugovbr","br.gov.previc.meuinss","br.gov.economia.caixatrabalhador","br.gov.dpf.carteiradetrabalho","br.gov.fazenda.receita.cpf","br.gov.tse.eleitoral.e_titulo","br.com.poupatempo","br.gov.serpro.cnhe","br.gov.datasus.conectesus","br.g
2025-12-08 17:13:28.218 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  datasus.sisrede","com.itau","com.bradesco","com.santander.app","br.com.bb.android","com.caixa","com.nu.production","com.inter.app","com.c6bank.app","br.com.intermedium","com.pagseguro.app","br.com.original.bank","br.com.digio","br.com.neon","com.mercadopago.wallet","br.com.picpay","br.com.recargapay","com.paypal.android","br.com.xpi.maisrica","br.com.rico.maisrico","com.clear.corretora","br.com.modalmais","br.com.binance.app","com.coinbase.android","br.com.mercadobitcoin","com.google.android.gm","com.microsoft.office.outlook"],"message_body":"Seu aparelho está com atraso de 3 dias. Aplicativos de fotos, galeria, vídeos e navegadores foram temporariamente restritos. Apps essenciais (trabalho, bancos, governo, documentos) permanecem acessíveis.","message_title":"Atenção: limite de apps reduzido"},{"days":6,"level":2,"categories":["youtube","music_players","play_store","games"],"exceptions":["com.android.dialer","com.android.phone","com.android.contacts","com.android.messaging","com.google.android.apps.messaging","com.whatsapp","com.whatsapp.w4b","com.ubercab","com.ubercab.driver","br.com.uberetudo","com.tappsi","com.rappibr","br.com.loggi","br.com.ifood","br.com.zdasapp","br.gov.datasus.cnsdigital","br.gov.governoeletronico.meugovbr","br.gov.previc.meuinss","br.gov.economia.caixatrabalhador","br.gov.dpf.carteiradetrabalho","br.gov.fazenda.receita.cpf","br.gov.tse.eleitoral.e_titulo","br.com.poupatempo","br.gov.serpro.cnhe","br.gov.datasus.conectesus","br.gov.datasus.sisrede","com.itau","com.bradesco","com.santander.app","br.com.bb.android","com.caixa","com.nu.production","com.inter.app","com.c6bank.app","br.com.intermedium","com.pagseguro.app","br.com.original.bank","br.com.digio","br.com.neon","com.mercadopago.wallet","br.com.picpay","br.com.recargapay","com.paypal.android","br.com.xpi.maisrica","br.com.rico.maisrico","com.clear.corretora","br.com.modalmais","br.com.binance.app","com.coinbase.android","br.com.mercadobitcoin","com.google.android.gm","com.microsoft.office.outlook"],"message_body":"Atraso de 6 dias. YouTube, apps de música, Play Store e jogos foram restritos. Apps essenciais (trabalho, bancos, governo, documentos) permanecem acessíveis.","message_title":"Atenção: restrição ampliada"},{"days":9,"level":3,"categories":["social_media"],"exceptions":["com.android.dialer","com.android.phone","com.android.contacts","com.android.messaging","com.google.android.apps.messaging","com.whatsapp","com.whatsapp.w4b","com.ubercab","com.ubercab.driver","br.com.uberetudo","com.tappsi","com.rappibr","br.com.loggi","br.com.ifood","br.com.zdasapp","br.gov.datasus.cnsdigital","br.gov.governoeletronico.meugovbr","br.gov.previc.meuinss","br.gov.economia.caixatrabalhador","br.gov.dpf.carteiradetrabalho","br.gov.fazenda.receita.cpf","br.gov.tse.eleitoral.e_titulo","br.com.poupatempo","br.gov.serpro.cnhe","br.gov.datasus.conectesus","br.gov.datasus.sisrede","com.itau","com.bradesco","com.santander.app","br.com.bb.android","com.caixa","com.nu.production","com.inter.app","com.c6bank.app","br.com.intermedium","com.pagseguro.app","br.com.original.bank","br.com.digio","br.com.neon","com.mercadopago.wallet","br.com.picpay","br.com.recargapay","com.paypal.android","br.com.xpi.maisrica","br.com.rico.maisrico","com.clear.corretora","br.com.modalmais","br.com.binance.app","com.coinbase.android","br.com.mercadobitcoin","com.google.android.gm","com.microsoft.office.outlook"],"message_body":"Atraso de 9 dias. Redes sociais foram restritas (exceto WhatsApp). Apps essenciais (trabalho, bancos, governo, documentos) permanecem acessíveis.","message_title":"Atenção: aplicativos restritos"},{"days":12,"level":4,"categories":["all_apps_except_whatsapp"],"exceptions":["com.android.dialer","com.android.phone","com.android.contacts","com.android.messaging","com.google.android.apps.messaging","com.whatsapp","com.whatsapp.w4b","com.ubercab","com.ubercab.driver","br.com.uberetudo","com.tappsi","com.rappibr","br.com.loggi","br.com.ifood","br.com.zdasapp","br.gov.data
2025-12-08 17:13:28.218 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  sus.cnsdigital","br.gov.governoeletronico.meugovbr","br.gov.previc.meuinss","br.gov.economia.caixatrabalhador","br.gov.dpf.carteiradetrabalho","br.gov.fazenda.receita.cpf","br.gov.tse.eleitoral.e_titulo","br.com.poupatempo","br.gov.serpro.cnhe","br.gov.datasus.conectesus","br.gov.datasus.sisrede","com.itau","com.bradesco","com.santander.app","br.com.bb.android","com.caixa","com.nu.production","com.inter.app","com.c6bank.app","br.com.intermedium","com.pagseguro.app","br.com.original.bank","br.com.digio","br.com.neon","com.mercadopago.wallet","br.com.picpay","br.com.recargapay","com.paypal.android","br.com.xpi.maisrica","br.com.rico.maisrico","com.clear.corretora","br.com.modalmais","br.com.binance.app","com.coinbase.android","br.com.mercadobitcoin","com.google.android.gm","com.microsoft.office.outlook"],"message_body":"Atraso de 12 dias. Aplicativos de entretenimento foram restritos. Apps essenciais (trabalho, bancos, governo, documentos) permanecem acessíveis.","message_title":"Atenção: restrição severa"},{"days":15,"level":5,"categories":["entertainment","games","social_media_non_work"],"exceptions":["com.android.dialer","com.android.phone","com.android.contacts","com.android.messaging","com.google.android.apps.messaging","com.whatsapp","com.whatsapp.w4b","com.ubercab","com.ubercab.driver","br.com.uberetudo","com.tappsi","com.rappibr","br.com.loggi","br.com.ifood","br.com.zdasapp","br.gov.datasus.cnsdigital","br.gov.governoeletronico.meugovbr","br.gov.previc.meuinss","br.gov.economia.caixatrabalhador","br.gov.dpf.carteiradetrabalho","br.gov.fazenda.receita.cpf","br.gov.tse.eleitoral.e_titulo","br.com.poupatempo","br.gov.serpro.cnhe","br.gov.datasus.conectesus","br.gov.datasus.sisrede","com.itau","com.bradesco","com.santander.app","br.com.bb.android","com.caixa","com.nu.production","com.inter.app","com.c6bank.app","br.com.intermedium","com.pagseguro.app","br.com.original.bank","br.com.digio","br.com.neon","com.mercadopago.wallet","br.com.picpay","br.com.recargapay","com.paypal.android","br.com.xpi.maisrica","br.com.rico.maisrico","com.clear.corretora","br.com.modalmais","br.com.binance.app","com.coinbase.android","br.com.mercadobitcoin","com.google.android.gm","com.microsoft.office.outlook"],"message_body":"Atraso de 15 dias. Aplicativos de entretenimento, jogos e redes sociais foram restritos. Apps essenciais (trabalho, bancos, documentos, governo) permanecem acessíveis.","message_title":"Atenção: restrição severa"},{"days":18,"level":6,"categories":["non_essential_apps"],"exceptions":["com.android.dialer","com.android.phone","com.android.contacts","com.android.messaging","com.google.android.apps.messaging","com.whatsapp","com.whatsapp.w4b","com.ubercab","com.ubercab.driver","br.com.uberetudo","com.tappsi","com.rappibr","br.com.loggi","br.com.ifood","br.com.zdasapp","br.gov.datasus.cnsdigital","br.gov.governoeletronico.meugovbr","br.gov.previc.meuinss","br.gov.economia.caixatrabalhador","br.gov.dpf.carteiradetrabalho","br.gov.fazenda.receita.cpf","br.gov.tse.eleitoral.e_titulo","br.com.poupatempo","br.gov.serpro.cnhe","br.gov.datasus.conectesus","br.gov.datasus.sisrede","com.itau","com.bradesco","com.santander.app","br.com.bb.android","com.caixa","com.nu.production","com.inter.app","com.c6bank.app","br.com.intermedium","com.pagseguro.app","br.com.original.bank","br.com.digio","br.com.neon","com.mercadopago.wallet","br.com.picpay","br.com.recargapay","com.paypal.android","br.com.xpi.maisrica","br.com.rico.maisrico","com.clear.corretora","br.com.modalmais","br.com.binance.app","com.coinbase.android","br.com.mercadobitcoin","com.google.android.gm","com.microsoft.office.outlook"],"message_body":"Atraso de 18 dias ou mais. Apenas aplicativos essenciais permanecem disponíveis (trabalho, bancos, documentos, governo, chamadas, SMS). Regularize o pagamento para restaurar acesso completo.","message_title":"⚠️ Restrição Máxima Aplicada"}],"reason":"Bloqueio manual forçado para nível 6 pelo administrador","isManual":true,"categories":["p
2025-12-08 17:13:28.218 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  hotos","gallery","video_players","web_browsers","youtube","music_players","play_store","games","social_media","all_apps_except_whatsapp","entertainment","social_media_non_work","non_essential_apps"],"exceptions":["com.android.dialer","com.android.phone","com.android.contacts","com.android.messaging","com.google.android.apps.messaging","com.whatsapp","com.whatsapp.w4b","com.ubercab","com.ubercab.driver","br.com.uberetudo","com.tappsi","com.rappibr","br.com.loggi","br.com.ifood","br.com.zdasapp","br.gov.datasus.cnsdigital","br.gov.governoeletronico.meugovbr","br.gov.previc.meuinss","br.gov.economia.caixatrabalhador","br.gov.dpf.carteiradetrabalho","br.gov.fazenda.receita.cpf","br.gov.tse.eleitoral.e_titulo","br.com.poupatempo","br.gov.serpro.cnhe","br.gov.datasus.conectesus","br.gov.datasus.sisrede","com.itau","com.bradesco","com.santander.app","br.com.bb.android","com.caixa","com.nu.production","com.inter.app","com.c6bank.app","br.com.intermedium","com.pagseguro.app","br.com.original.bank","br.com.digio","br.com.neon","com.mercadopago.wallet","br.com.picpay","br.com.recargapay","com.paypal.android","br.com.xpi.maisrica","br.com.rico.maisrico","com.clear.corretora","br.com.modalmais","br.com.binance.app","com.coinbase.android","br.com.mercadobitcoin","com.google.android.gm","com.microsoft.office.outlook"],"daysOverdue":0,"targetLevel":6},"priority":"high","status":"pending","createdAt":"2025-12-08T20:13:10.344Z","expiresAt":"2025-12-09T20:13:10.300Z"}]}
2025-12-08 17:13:28.218 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- END HTTP (13558-byte body)
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  🔍 HTTP Response code: 200
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  🔍 HTTP isSuccessful: true
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  🔍 Response body deviceId: device_1765148771462_4teww42p114
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  🔍 Response body serialNumber: XV8W5766
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  🔍 Total de comandos: 2
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 ========================================
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 2 COMANDOS PENDENTES ENCONTRADOS!
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 ========================================
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 [0] ID: bd2b93e9-a66c-4441-980a-4629535dc386
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 [0] Tipo: PROGRESSIVE_BLOCK
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 [0] Status: pending
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 [0] Prioridade: high
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 [0] Parameters class: UnknownParameters
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  📋 Processando comando (timeout: 60s)...
2025-12-08 17:13:28.225 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               I  ⚙️ Processando comando bd2b93e9-a66c-4441-980a-4629535dc386 (tipo: PROGRESSIVE_BLOCK)
2025-12-08 17:13:28.227 11569-11609 CdcForegroundService    com.cdccreditsmart.app               D  🔋 WakeLock adquirido para comando (30s timeout)
2025-12-08 17:13:28.227 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               D  🔋 WakeLock adquirido para comando MDM bd2b93e9-a66c-4441-980a-4629535dc386
2025-12-08 17:13:28.228 11569-11609 MdmCommandReceiver      com.cdccreditsmart.app               D  📡 Enviando ACK: POST /api/apk/device/commands/bd2b93e9-a66c-4441-980a-4629535dc386/status
2025-12-08 17:13:28.230 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  --> POST https://cdccreditsmart.com/api/apk/device/commands/bd2b93e9-a66c-4441-980a-4629535dc386/status
2025-12-08 17:13:28.230 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  Content-Type: application/json; charset=UTF-8
2025-12-08 17:13:28.230 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  Content-Length: 25
2025-12-08 17:13:28.230 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  {"status":"acknowledged"}
2025-12-08 17:13:28.230 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  --> END POST (25-byte body)
2025-12-08 17:13:28.239 11569-11793 SecureTokenStorage      com.cdccreditsmart.app               D  EncryptedSharedPreferences initialized successfully
2025-12-08 17:13:28.532 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  <-- 404 https://cdccreditsmart.com/api/apk/device/commands/bd2b93e9-a66c-4441-980a-4629535dc386/status (302ms)
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-credentials: true
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-headers: Origin, X-Requested-With, Content-Type, Accept, Authorization, x-client-key, x-client-token, x-client-secret, cache-control
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-methods: GET, POST, PUT, PATCH, DELETE, OPTIONS
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-allow-origin: *
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  access-control-max-age: 86400
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-length: 497
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-security-policy: default-src 'self'; script-src 'self' 'unsafe-inline' 'unsafe-eval' https://replit.com; style-src 'self' 'unsafe-inline' https://replit.com; img-src 'self' data: https:; font-src 'self' data: https://replit.com; connect-src 'self';
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  content-type: application/json; charset=utf-8
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  date: Mon, 08 Dec 2025 20:13:30 GMT
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  etag: W/"1f1-PtIGFOhVnEs/zXSqiQLvKxDKXF4"
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  permissions-policy: geolocation=(), microphone=(), camera=()
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  referrer-policy: strict-origin-when-cross-origin
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=63072000; includeSubDomains
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  strict-transport-security: max-age=31536000; includeSubDomains
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-anti-fraud-protection: active
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-enabled: false
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-certificate-pinning-status: disabled-for-stability
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-content-type-options: nosniff
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-financial-data-protection: enabled
2025-12-08 17:13:28.533 11569-11793 okhttp.OkHttpClient     com.cdccreditsmart.app               I  x-frame-options: DENY
